TCP,EEBO,VID,STC,Status,main_author,field of work,movement,lifestyle,owner of,notable work,influenced by,British Museum person or institution ID,Oxford Dictionary of National Biography ID,WomenWriters ID,cause of death,country of citizenship,employer,ethnic group,image,member of,native language,occupation,place of burial,political party,position held,religion,sex or gender,spouse,unmarried partner,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author_original,Number of authors,Date,Title,Terms,Pages,Source,total_words,discrete_count,variance,total_ngrams,discrete_ngrams,ngram_variance,principles
K006508.000,,,,Free,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,,,,1759.0,"Observations on the use of bathing; warm and cold: and the diseases it will cure without a doctor. With an account of the cicer venereum, ... the celebrated restorative among the ancient Greeks, ... Illustrated with its figure.",,41.0,,7329,1603,0.218720152817574,7328,5403,0.7373089519650655,1
K006521.000,,,,Free,William Mason,,,,,,,,18293.0,,,,,,William Mason by William Doughty.jpg,,,poet,,,,,male,,,William Mason,,,,,,"Mason, William, 1725-1797.",1.0,1776.0,"Ode to Mr. Pinchbeck, upon his newly invented patent candle-snuffers: by Malcolm M'Greggor, ...",,11.0,,1682,785,0.4667063020214031,1681,1528,0.908982748364069,0
K006534.000,,,,Free,John Latham,,,,,,,151285,16091.0,,,Great Britain,,,John Latham (1761–1831).jpg,Royal Society,,physician,,,,,male,Mary Mayer,,John Latham,,,,,,"Latham, John, 1761-1843.",1.0,1796.0,"On rheumatism, and gout: a letter addressed to Sir George Baker, ... By John Latham, M.D. ...",,79.0,,14808,2486,0.167882225823879,14807,9708,0.6556358479097724,1
K006560.000,,,,Free,Richard Glover,,,,,,,141851,10831.0,,,Great Britain,,English people,,,English,"writer, politician, poet",,,Member of the 12th Parliament of Great Britain,,male,,,Richard Glover,,,,,,"Glover, Richard, 1712-1785.",1.0,1774.0,"The life of Dr. Oliver Goldsmith: written from personal knowledge, authentic papers, and other indubitable authorities. To which are added, such select observations, from various parts of this writer's works, as may tend to recreate the fancy, improve the understanding, and amend the heart.; Authentic anecdotes of the late Dr. Goldsmith",,47.0,,8706,2563,0.29439467034229266,8705,7243,0.8320505456634119,2
K006726.000,,,,Free,John O'Keeffe,,,,,,,158619,20658.0,,,,,,John O'Keeffe by Thomas or William Lawranson.jpg,,,"actor, writer",,,,,male,,,John O'Keeffe,,,,,,"O'Keeffe, John, 1747-1833.",1.0,1785.0,"Peeping Tom, of Coventry: A comic opera. As it is performed at the Theater Royal, Smock-Alley. By John O'Keefe, Esquire;.",,40.0,,7690,1509,0.1962288686605982,7689,5537,0.7201196514501236,0
K006903.000,,,,Free,Samuel-Auguste Tissot,,,,,l’Onanisme,,,,,tuberculosis,Switzerland,,,Samuel Auguste Tissot.jpg,Royal Society,,"physician, university teacher",,,,,male,,,Samuel-Auguste Tissot,,,,,,"Tissot, S. A. D. (Samuel Auguste David), 1728-1797.",1.0,1766.0,"The lady's physician: A practical treatise on the various disorders incident to the fair sex. ... Written originally in French, by M. Tissot, ... Translated by an eminent physician.",,46.0,,9016,2103,0.2332519964507542,9015,6497,0.720687742651137,0
K006904.000,,,,Free,John Arbuthnot,,,,,,,17554,610.0,,,Great Britain,,,Arbuthnot John Kneller.jpg,"Royal Society, Royal College of Physicians",,"mathematician, writer, composer, physician","St James's Church, Piccadilly",Tories,,,male,,,John Arbuthnot,,,,,,"Arbuthnot, John, 1667-1735.",1.0,1712.0,"Law is a bottomless-pit: Exemplified in the case of the Lord Strutt, John Bull, Nicholas Frog, and Lewis Baboon. Who spent all they had in a lawsuit. Printed from a manuscript found in the cabinet of the famous Sir Humphry Polesworth.",,16.0,,5702,1573,0.2758681164503683,5701,4465,0.783195930538502,0
K007016.000,,,,Free,Jonathan Swift,,,,,"Gulliver's Travels, A Modest Proposal, A Tale of a Tub",,47854,26833.0,01836e5a-3777-44b1-987b-c5df124dd527,,Kingdom of Ireland,,Anglo-Irish people,Jonathan Swift by Charles Jervas detail.jpg,,,"poet, novelist, satirist, philosopher, human rights activist, pamphleteer, priest, writer, science fiction writer, essayist, opinion journalist, children's writer",St Patrick's Cathedral,Tories,,Anglicanism,male,Esther Johnson,,Henry Carey,Jonathan Swift,,,,,"Carey, Henry, 1687?-1743.; Swift, Jonathan, 1667-1745.",2.0,1727.0,"A poem to His Majesty King George, II. on the present state of affairs in England: with remarks on the alterations expected at court, after the rise of the Parliament. By the Rev. Dr. J. Swift, ... In Lilliputian verse.; Lilliputian ode on King George the IId's and Queen Caroline's happy accession to the throne",,1.0,,122,97,0.7950819672131147,121,120,0.9917355371900827,0
K007021.000,,,,Free,Stephen Duck,,,,,,,137621,8131.0,,Died by Nagato,,,,,,,poet,,,,,male,,,Stephen Duck,,,,,,"Duck, Stephen, 1705-1756.",1.0,1735.0,A poem on Her Majesty's birthday: By Stephen Duck.,,6.0,,457,279,0.6105032822757112,456,431,0.9451754385964912,0
K007022.000,,,,Free,Stephen Duck,,,,,,,137621,8131.0,,Died by Nagato,,,,,,,poet,,,,,male,,,Stephen Duck,,,,,,"Duck, Stephen, 1705-1756.",1.0,1734.0,"A poem on the marriage of His serene Highness the Prince of Orange: with Ann Princess-Royal of Great Britain. By Stephen Duck. To which are added, Verses to the author, by a divine. With the author's answer.",,17.0,,1733,840,0.4847085978072706,1732,1640,0.9468822170900693,0
K007102.000,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924.0,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1.0,1777.0,"Poems and plays. By Oliver Goldsmith, M.B. To which is prefixed, the life of the author",,327.0,,64599,7122,0.1102493846653973,64598,38299,0.5928821325737639,2
K007115.000,,,,Free,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,,,,1782.0,"New thoughts on medical electricity: Or, an attempt to discover the real uses of electricity in medicine. In two letters to a friend.",,49.0,,8604,1736,0.20176662017666203,8603,6204,0.7211437870510287,0
K007192.000,,,,Free,Laurence Sterne,,,,,"The Life and Opinions of Tristram Shandy, Gentleman, A Sentimental Journey Through France and Italy, A Political Romance",,47344,26412.0,,tuberculosis,Great Britain,,Irish people,Laurence Sterne by Sir Joshua Reynolds.jpg,,,"writer, novelist, autobiographer, religious",Coxwold,,vicar,Anglicanism,male,,,Laurence Sterne,,,,,,"Stern, Laurence, 1713-1768.",1.0,1759.0,"A political romance: addressed to - -, Esquire. of York. To which is subjoined a key ...",,52.0,,8517,1734,0.20359281437125748,8516,6061,0.7117191169563175,1
K007216.000,,,,Free,John Philip Kemble,,,,,,,33619,15322.0,,,United Kingdom of Great Britain and Ireland,,,"Beechey, Sir William - John Philip Kemble - Google Art Project.jpg",,,"impresario, stage actor",,,,,male,Priscilla Hopkins,,John Philip Kemble,,,,,,"Kemble, John Philip, 1757-1823.",1.0,1789.0,"The panel: As altered by J. P. Kemble. From Bickerstaff's translation of Calderon's El escondido y la trapada; and first acted at the Theater Royal in Drury Lane, November 28th, 1788.",,52.0,,12749,1746,0.13695191779747432,12748,8072,0.633197364292438,0
K007219.000,,,,Free,Prince Hoare,,,,,,,147162,13384.0,,,"Great Britain, United Kingdom of Great Britain and Ireland",,,"Prince Hoare (1755–1834), by Thomas Lawrence.jpg",,,painter,,,,,male,,,Prince Hoare,,,,,,"Hoare, Prince, 1755-1834.",1.0,1793.0,"The prize: or, 2, 5, 3, 8, a musical farce in two acts, as performed by His Majesty's company. Written by Prince Hoare, Esquire. The music by Storace. Correctly taken from the manager's book.",,43.0,,8105,1634,0.20160394818013572,8104,5904,0.7285291214215203,0
K007507.000,,,,Free,Charles Dibdin,,,,,,,25210,7585.0,77ef5827-0568-4523-8a04-9284f4aee0b4,,United Kingdom of Great Britain and Ireland,,English people,Charles Dibdin by Thomas Phillips.jpg,,,"singer-songwriter, playwright, composer, writer, stage actor, singer",Winchester Cathedral,,,,male,Anne Maria Wylde,Harriet Pitt,Charles Dibdin,,,,,,"Dibdin, Charles, 1745-1814.",1.0,1796.0,"Proposals for publishing by subscription, dedicated, with permission, to the most noble the Marquis of Salisbury, A complete history of the English stage ... The whole written, with the asistance of interesting documents, collected in the course of five and thirty years, by Mr. Dibdin; Complete history of the English stage.",,4.0,,841,384,0.45659928656361476,840,742,0.8833333333333333,1
K007545.000,,,,Free,Charlotte Lennox,poetry,,,,,,153742,16454.0,,,"United Kingdom of Great Britain and Ireland, United States of America, United Kingdom",,,Charlotte Lennox 02.jpg,,,"poet, translator, novelist, writer, playwright, editor",,,,,female,,,Charlotte Lennox,James Boswell,,,,,"Lennox, Charlotte, ca. 1729-1804.; Boswell, James, 1740-1795.",2.0,1796.0,Proposals for publishing a new and improved edition of Shakspeare illustrated. By Charlotte Lennox,,1.0,,394,220,0.5583756345177665,393,370,0.9414758269720102,0
K007597.000,,,,Free,William Mason,,,,,,,,18293.0,,,,,,William Mason by William Doughty.jpg,,,poet,,,,,male,,,William Mason,,,,,,"Mason, William, 1725-1797.",1.0,1782.0,"King Stephen's watch: A tale, founded on fact. By the author of the Heroic epistle to Sir William Chambers, Knt.",,9.0,,743,385,0.5181695827725438,742,693,0.9339622641509434,0
K007618.000,,,,Free,William Shenstone,,,,,,,46079,25321.0,,,"Great Britain, United Kingdom",,,William Shenstone by Edward Alcock.jpg,,,"horticulturist, poet, gardener, writer",,,,,male,,,William Shenstone,,,,,,"Shenstone, William, 1714-1763.",1.0,1737.0,"Poems upon various occasions: Written for the entertainment of the author, and printed for the amusement of a few friends, prejudiced in his favor. By William Shenstone, gent.",,77.0,,9543,2917,0.30566907681022737,9542,8480,0.888702578075875,0
K007722.000,,,,Free,John Dennis,,,,,,,136099,7503.0,,,Great Britain,,,John Dennis (dramatist).jpg,,,"writer, playwright, literary critic",,,,,male,,,John Dennis,,,,,,"Dennis, John, 1657-1734.",1.0,1723.0,"Remarks on a play, called, The conscious lovers: a comedy. By Mr. Dennis.",,66.0,,13165,2627,0.19954424610710217,13164,8943,0.6793527803099362,0
K007766.000,,,,Free,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,,,,1775.0,"Remarks on the final cessation of the menses: and on a remedy and method of treatment, adapted to prevent or remove the evil consequences attending that period: together with some strictures on secret and advertised medicines in general.",,23.0,,4440,1231,0.27725225225225225,4439,3481,0.7841856273935571,1
K007863.000,,,,Free,Henry Jones,,,,,,,209822,15012.0,,,,,,,,,"poet, playwright",,,,,male,,,Henry Jones,,,,,,"Jones, Henry, 1721-1770.",1.0,1763.0,The royal vision: in an ode to peace: By Henry Jones ...,,11.0,,1086,572,0.5267034990791897,1085,1032,0.9511520737327189,0
K007929.000,,,,Free,James Macpherson,,,,,,,,17728.0,,,"Great Britain, United Kingdom",,Scottish people,James Macpherson by George Romney.jpg,,,"poet, writer, politician",,,"Member of Parliament in the Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",,male,,,James Macpherson,,,,,,"Macpherson, James, 1736-1796.",1.0,1775.0,The rights of Great Britain asserted against the claims of America: being an answer to the declaration of the General Congress.,,94.0,,20908,3397,0.16247369427970154,20907,13093,0.6262495814798871,11
K007960.000,,,,Free,Arthur Murphy,,,,,,,39729,19569.0,,,Ireland,,,"Arthur Murphy by Nathaniel Dance, (later Sir Nathaniel Dance-Holland, Bt).jpg",,,"writer, biographer",,,,,male,,,Arthur Murphy,,,,,,"Murphy, Arthur, 1727-1805.",1.0,1793.0,"The rival sisters: A tragedy. Adapted for theatrical representation, as performed at the Theater Royal, Drury Lane. Regulated from the prompt-book, ...",,70.0,,21364,3466,0.16223553641640143,21363,15460,0.7236811309273042,1
K007970.000,,,,Free,Joseph Addison,,,,,,,64087,156.0,,,,Magdalen College,,"Joseph Addison by Sir Godfrey Kneller, Bt.jpg",,,"politician, writer, playwright, poet, journalist, editor, librettist",Westminster Abbey,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of Parliament in the Parliament of Ireland, Member of the Privy Council of Ireland, Member of the 2nd Parliament of Great Britain, Member of the 3rd Parliament of Great Britain, Member of the 4th Parliament of Great Britain, Member of the 5th Parliament of Great Britain",Anglicanism,male,Charlotte Addison,,Joseph Addison,,,,,,"Addison, Joseph, 1672-1719.",1.0,1707.0,Rosamond: An opera. Humbly inscribed to Her Grace the Duchess of Marlborough.,,39.0,,5709,1550,0.27150113855316166,5708,4746,0.8314646110721794,0
K007986.001,,,,Free,"Marie-Catherine Le Jumel de Barneville, baroness d'Aulnoy",,Précieuses,,,"La Chatte blanche, The Yellow Dwarf, Finette Cendron, Prince Sprite, The Blue Bird, The White Doe, The Green Serpent, The Beauty with Golden Hair",,,,d4346cd3-5854-46d6-bbb5-282a2376f1b6,,France,,,D'Aulnoy.jpg,,French,"writer, salonnière, novelist, collector of fairy tales",,,,,female,,,"Marie-Catherine Le Jumel de Barneville, baroness d'Aulnoy",,,,,,"Aulnoy, Madame d' (Marie-Catherine), 1650 or 51-1705.",1.0,1701.0,"Memoirs of the present state of the court and councils of Spain: In two parts. With the true reasons why this vast monarchy, which in the last century made so considerable a figure in the world, is in this so feeble and paralytick. Done into English by T. Brown.; Memoires de la cour d'Espagne. English",,203.0,,57821,5503,0.0951730340187821,57820,28914,0.5000691802144587,6
K007986.002,,,,Free,"Marie-Catherine Le Jumel de Barneville, baroness d'Aulnoy",,Précieuses,,,"La Chatte blanche, The Yellow Dwarf, Finette Cendron, Prince Sprite, The Blue Bird, The White Doe, The Green Serpent, The Beauty with Golden Hair",,,,d4346cd3-5854-46d6-bbb5-282a2376f1b6,,France,,,D'Aulnoy.jpg,,French,"writer, salonnière, novelist, collector of fairy tales",,,,,female,,,"Marie-Catherine Le Jumel de Barneville, baroness d'Aulnoy",,,,,,"Aulnoy, Madame d' (Marie-Catherine), 1650 or 51-1705.",1.0,1701.0,"Memoirs of the present state of the court and councils of Spain: In two parts. With the true reasons why this vast monarchy, which in the last century made so considerable a figure in the world, is in this so feeble and paralytick. Done into English by T. Brown.; Memoires de la cour d'Espagne. English",,193.0,,57182,5137,0.08983596236577944,57181,27571,0.48217065109039714,5
K008041.000,,,,Free,Joseph Reed,,,,,,,168392,23273.0,,,Great Britain,,,,,,"playwright, poet",,,,,male,,,Joseph Reed,,,,,,"Reed, Joseph, 1723-1787.",1.0,1761.0,The register-office: a farce of two acts. Acted at the Theater Royal in Drury Lane. By J. Reed.,,42.0,,13964,2869,0.2054568891435119,13963,9761,0.6990618062021056,1
K008077.000,,,,Free,Stephen Duck,,,,,,,137621,8131.0,,Died by Nagato,,,,,,,poet,,,,,male,,,Stephen Duck,,,,,,"Duck, Stephen, 1705-1756.",1.0,1730.0,"Royal benevolence. A poem. Most humbly addressed to Her Majesty Queen Caroline: As it was presented to the said Queen's Majesty, by the author, on Friday, the 2d of October, 1730. at Windsor-Castle. To which is annexed, a poem on providence. Both written by Stephen Duck ...",,8.0,,948,457,0.4820675105485232,947,904,0.9545934530095037,0
K008158.001,,,,Free,Ann Radcliffe,,,,,,,172296,22974.0,441e88b6-b43c-4d7f-8fcc-d25c96ccac76,asthma,"Great Britain, United Kingdom of Great Britain and Ireland",,,Ann Radcliffe.jpg,,,"writer, novelist",St George's Hanover Square Church,,,,female,William Radcliffe,,Ann Radcliffe,,,,,,"Radcliffe, Ann Ward, 1764-1823.",1.0,1792.0,"The romance of the forest: interspersed with some pieces of poetry. By the authoress of ""A Sicilian romance,"" &c. In two volumes. ...",,288.0,,64422,5432,0.0843190214522989,64421,34606,0.5371850793995747,4
K008158.002,,,,Free,Ann Radcliffe,,,,,,,172296,22974.0,441e88b6-b43c-4d7f-8fcc-d25c96ccac76,asthma,"Great Britain, United Kingdom of Great Britain and Ireland",,,Ann Radcliffe.jpg,,,"writer, novelist",St George's Hanover Square Church,,,,female,William Radcliffe,,Ann Radcliffe,,,,,,"Radcliffe, Ann Ward, 1764-1823.",1.0,1792.0,"The romance of the forest: interspersed with some pieces of poetry. By the authoress of ""A Sicilian romance,"" &c. In two volumes. ...",,335.0,,72177,6166,0.08542887623481164,72176,38505,0.5334875859011305,5
K008178.000,,,,Free,Joseph Addison,,,,,,,64087,156.0,,,,Magdalen College,,"Joseph Addison by Sir Godfrey Kneller, Bt.jpg",,,"politician, writer, playwright, poet, journalist, editor, librettist",Westminster Abbey,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of Parliament in the Parliament of Ireland, Member of the Privy Council of Ireland, Member of the 2nd Parliament of Great Britain, Member of the 3rd Parliament of Great Britain, Member of the 4th Parliament of Great Britain, Member of the 5th Parliament of Great Britain",Anglicanism,male,Charlotte Addison,,Joseph Addison,,,,,,"Addison, Joseph, 1672-1719.",1.0,1718.0,The resurrection. A poem: Written by Mr. Addison.; Resurrectio delineata ad altar col. Magd. Oxon. English and Latin,,26.0,,2651,1482,0.5590343266691814,2650,2425,0.9150943396226415,0
K008190.000,,,,Free,Thomas Vaughan,,,,,,,,28149.0,,,,,,,,,playwright,,,,,male,,,Thomas Vaughan,,,,,,"Vaughan, Thomas, fl. 1772-1820.",1.0,1761.0,The retort: By the author.,,23.0,,4180,1647,0.3940191387559809,4179,3741,0.8951902368987796,3
K008205.000,,,,Free,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,,,,1764.0,"A review of the London dispensatory: Wherein are considered, the inconsistencies of some medicines, and the real merit of others. Addressed to the College of Physicians.",,69.0,,7468,1623,0.21732726298875202,7467,5054,0.6768447837150128,1
K008295.001,,,,Free,Samuel Johnson,,,,Hodge,A Dictionary of the English Language,,72656,14918.0,,surgical complications,Great Britain,,,Samuel Johnson by Joshua Reynolds.jpg,,English,"lexicographer, linguist, poet, literary historian, writer, teacher, literary critic, biographer, essayist, politician, translator, bookseller",Westminster Abbey,Tories,,Anglicanism,male,Elizabeth Porter,,Samuel Johnson,,,,,,"Johnson, Samuel, 1709-1784.",1.0,1752.0,The Rambler.,,301.0,,56803,6958,0.1224935302712885,56802,34916,0.6146966656103658,19
K008295.002,,,,Free,Samuel Johnson,,,,Hodge,A Dictionary of the English Language,,72656,14918.0,,surgical complications,Great Britain,,,Samuel Johnson by Joshua Reynolds.jpg,,English,"lexicographer, linguist, poet, literary historian, writer, teacher, literary critic, biographer, essayist, politician, translator, bookseller",Westminster Abbey,Tories,,Anglicanism,male,Elizabeth Porter,,Samuel Johnson,,,,,,"Johnson, Samuel, 1709-1784.",1.0,1752.0,The Rambler.,,295.0,,55093,7048,0.1279291380030131,55092,34467,0.6256262252232629,20
K008295.003,,,,Free,Samuel Johnson,,,,Hodge,A Dictionary of the English Language,,72656,14918.0,,surgical complications,Great Britain,,,Samuel Johnson by Joshua Reynolds.jpg,,English,"lexicographer, linguist, poet, literary historian, writer, teacher, literary critic, biographer, essayist, politician, translator, bookseller",Westminster Abbey,Tories,,Anglicanism,male,Elizabeth Porter,,Samuel Johnson,,,,,,"Johnson, Samuel, 1709-1784.",1.0,1752.0,The Rambler.,,279.0,,45692,7127,0.1559791648428609,45691,30510,0.6677463833140006,20
K008295.004,,,,Free,Samuel Johnson,,,,Hodge,A Dictionary of the English Language,,72656,14918.0,,surgical complications,Great Britain,,,Samuel Johnson by Joshua Reynolds.jpg,,English,"lexicographer, linguist, poet, literary historian, writer, teacher, literary critic, biographer, essayist, politician, translator, bookseller",Westminster Abbey,Tories,,Anglicanism,male,Elizabeth Porter,,Samuel Johnson,,,,,,"Johnson, Samuel, 1709-1784.",1.0,1752.0,The Rambler.,,325.0,,56238,7594,0.13503325153810591,56237,36029,0.6406636200366307,19
K008295.005,,,,Free,Samuel Johnson,,,,Hodge,A Dictionary of the English Language,,72656,14918.0,,surgical complications,Great Britain,,,Samuel Johnson by Joshua Reynolds.jpg,,English,"lexicographer, linguist, poet, literary historian, writer, teacher, literary critic, biographer, essayist, politician, translator, bookseller",Westminster Abbey,Tories,,Anglicanism,male,Elizabeth Porter,,Samuel Johnson,,,,,,"Johnson, Samuel, 1709-1784.",1.0,1752.0,The Rambler.,,312.0,,53036,7389,0.139320461573271,53035,34724,0.6547374375412464,19
K008295.006,,,,Free,Samuel Johnson,,,,Hodge,A Dictionary of the English Language,,72656,14918.0,,surgical complications,Great Britain,,,Samuel Johnson by Joshua Reynolds.jpg,,English,"lexicographer, linguist, poet, literary historian, writer, teacher, literary critic, biographer, essayist, politician, translator, bookseller",Westminster Abbey,Tories,,Anglicanism,male,Elizabeth Porter,,Samuel Johnson,,,,,,"Johnson, Samuel, 1709-1784.",1.0,1752.0,The Rambler.,,337.0,,60105,8325,0.13850761167956077,60104,39751,0.6613702914947425,13
K008334.000,,,,Free,"Page, John, fl. 1733-1763.",,,,,,,,,,,,,,,,,,,,,,male,,,"Page, John, fl. 1733-1763.",,,,,,"Page, John, fl. 1733-1763.",1.0,1763.0,"Receipts for preparing and compounding the principal medicines made use of by the late Mr. Ward: Together with an introduction, &c. By John Page, ...",,34.0,,9409,1716,0.18237857370602614,9408,6337,0.6735756802721088,2
K008390.000,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1799.0,'It Is all for the best,,16.0,,4645,1114,0.23982777179763187,4644,3631,0.7818690783807063,2
K008430.000,,,,Free,"Brown, Charles, fl. 1797-1799.",,,,,,,,,,,,,,,,,,,,,,male,,,"Brown, Charles, fl. 1797-1799.",,,,,,"Brown, Charles, fl. 1797-1799.",1.0,1798.0,A treatise on scrophulous diseases: showing the good effects of factitious airs: ... By Charles Brown.,,164.0,,23993,4873,0.2031009044304589,23992,16503,0.6878542847615872,23
K008503.000,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924.0,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1.0,1774.0,Retaliation: a poem: By Doctor Goldsmith. Including epitaphs on the most distinguished wits of this metropolis.,,20.0,,2278,883,0.38762071992976294,2277,1996,0.8765920070267896,0
K008591.000,,,,Free,David Garrick,,,,,,,28452,10408.0,,,Great Britain,,,Kauffman-Garrick.jpg,,,"playwright, theatrical producer, writer, screenwriter, stage actor, actor",Poets' Corner,,,,male,Eva Marie Veigel,,David Garrick,,,,,,"Garrick, David, 1717-1779.",1.0,1797.0,"To Mr. Gray, on his odes",,2.0,,180,127,0.7055555555555556,179,172,0.9608938547486033,0
K008656.000,,,,Free,"Rock, Dr. (Richard), 1708-1774.",,,,,,,,,,,,,,,,,,,,,,male,,,"Rock, Dr. (Richard), 1708-1774.",,,,,,"Rock, Dr. (Richard), 1708-1774.",1.0,1745.0,"A treatise of the venereal disease: plainly discovering and directing both sexes, how they may become their own doctors. Teaching them plainly, and perfectly to know their own condition ... And how to cure themselves ... Also to heal all gleets ...",,43.0,,7655,1555,0.20313520574787722,7654,5385,0.7035536974131174,0
K008700.000,,,,Free,Bartholomew Ruspini,,,,,,,161580,55276.0,,,"Great Britain, United Kingdom of Great Britain and Ireland",,,Portrait of Bartholomew Ruspini by Leney Wellcome L0008046.jpg,,,"physician, dentist",,,,,male,,,Bartholomew Ruspini,,,,,,"Ruspini, Bartholomew, 1728-1813.",1.0,1768.0,"A treatise on the teeth: Wherein an accurate idea of their structure is given, the cause of their decay pointed out, ... By Barth. Ruspini, ...",,85.0,,11311,1749,0.15462823799840864,11310,6917,0.6115826702033599,0
K008702.000,,,,Free,"Tolver, A.",,,,,,,,,,,,,,,,,,,,,,male,,,"Tolver, A.",,,,,,"Tolver, A.",1.0,1752.0,"A treatise on the teeth: Wherein the true causes of the several disorders to which they are liable, are considered; and the precautions necessary to their preservation particularly pointed out. ... By A. Tolver, ...",,52.0,,8855,1819,0.2054206662902315,8854,6105,0.6895188615315112,2
K008736.000,,,,Free,Charles Macklin,,,,,,,152921,17622.0,,,Ireland,,,Charles Macklin by John Opie.jpg,,,"actor, playwright, stage actor",,,,,male,,,"Macklin, Charles, 1697-1797.",,,,,,"Macklin, Charles, 1697?-1797.",1.0,1783.0,"The true-born Irishman: or, Irish fine lady. A comedy of two acts. By Charles Macklin.",,59.0,,12774,2125,0.16635353060904964,12773,8345,0.6533312455961794,0
K008777.000,,,,Free,Late Member of the Continental Congress.,,,,,,,,,,,,,,,,,,,,,,male,,,Late Member of the Continental Congress.,,,,,,Late Member of the Continental Congress.,1.0,1776.0,"The true merits of a late treatise, printed in America, entitled, Common sense: clearly pointed out. Addressed to the inhabitants of America. By a late member of the Continental Congress, a native of a republican state.",,51.0,,11536,2129,0.18455270457697642,11535,8260,0.7160814911140009,12
K008784.000,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1795.0,The two shoemakers: in five parts.,,59.0,,24416,2991,0.12250163826998689,24415,15204,0.6227319270939996,10
K008839.000,,,,Free,Edmund Burke,,"liberal conservatism, counter-revolutionary",,,"Reflections on the Revolution in France, A Philosophical Enquiry into the Origin of Our Ideas of the Sublime and Beautiful","Aristotelis, Cicero, Church Fathers, Richard Hooker, Montesquieu, William Blackstone, John Locke, David Hume",,4019.0,,,Kingdom of Ireland,University of Glasgow,,Edmund Burke by James Northcote.JPG,,,"politician, philosopher, writer",,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of the 12th Parliament of Great Britain, Member of the 13th Parliament of Great Britain, Member of the 14th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",Church of Ireland,male,Jane Mary Nugent,,Edmund Burke,,,,,,"Burke, Edmund, 1729-1797.",1.0,1791.0,"Two letters from the Right Honorable Mr. Burke, on the French Revolution: one to the translator of his Reflections on the revolution in France; the other to Captain W-, on the same subject.",,20.0,,2914,933,0.32017844886753605,2913,2398,0.8232063165121868,0
K008857.001,,,,Free,Samuel Jackson Pratt,,,,,,,151214,22710.0,,,,,,Samuel Jackson Pratt.jpg,,,"novelist, poet, bookseller",,,,,male,Charlotte Melmoth,,Samuel Jackson Pratt,,,,,,"Pratt, Mr. (Samuel Jackson), 1749-1814.",1.0,1779.0,"The tutor of truth: By the author of The pupil of pleasure, ...",,242.0,,26290,4180,0.1589958158995816,26289,17258,0.6564722887899882,6
K008857.002,,,,Free,Samuel Jackson Pratt,,,,,,,151214,22710.0,,,,,,Samuel Jackson Pratt.jpg,,,"novelist, poet, bookseller",,,,,male,Charlotte Melmoth,,Samuel Jackson Pratt,,,,,,"Pratt, Mr. (Samuel Jackson), 1749-1814.",1.0,1779.0,"The tutor of truth: By the author of The pupil of pleasure, ...",,292.0,,27652,3945,0.14266599161001012,27651,17547,0.6345882608223934,1
