,term,score
1315,ordered,0.0
1316,ordains,0.0
1317,ordain,0.0
1318,orbital,0.0
1319,orbit,0.0
1320,orator,0.0
1321,oracularly,0.0
1322,option,0.0
1323,opponent,0.0
1324,optimist,0.0
1325,optical,0.0
1326,oppression,0.0
1327,oppositum,0.0
1328,opposition,0.0
1329,opposite,0.0
1330,opposing,0.0
1331,opposes,0.0
1332,opposed,0.0
1333,oppose,0.0
1334,organ,0.0
1335,organism,0.0
1336,organization,0.0
1337,organized,0.0
1338,overcharge,0.0
1339,overcame,0.0
1340,outweighs,0.0
1341,outweighed,0.0
1342,outwardly,0.0
1343,outward,0.0
1344,outside,0.0
1345,outlive,0.0
1346,outline,0.0
1347,outgoings,0.0
1348,outer,0.0
1349,ought,0.0
1350,orthodoxy,0.0
1351,ornament,0.0
1352,oritical,0.0
1353,originated,0.0
1354,originate,0.0
1355,originarium,0.0
1356,originally,0.0
1357,original,0.0
1358,origin,0.0
1359,opportunity,0.0
1360,opinion,0.0
1361,occupied,0.0
1362,offered,0.0
1363,oilpainting,0.0
1364,oh,0.0
1365,oftener,0.0
1366,offspring,0.0
1367,officium,0.0
1368,officious,0.0
1369,officiorum,0.0
1370,official,0.0
1371,officia,0.0
1372,office,0.0
1373,offer,0.0
1374,opibus,0.0
1375,offensive,0.0
1376,offended,0.0
1377,oclock,0.0
1378,ocean,0.0
1379,occurs,0.0
1380,occurring,0.0
1381,occurrence,0.0
1382,occur,0.0
1383,occupying,0.0
1384,occupy,0.0
1385,old,0.0
1386,older,0.0
1387,oldest,0.0
1388,omission,0.0
1389,operation,0.0
1390,operating,0.0
1391,operates,0.0
1392,operate,0.0
1393,opened,0.0
1394,open,0.0
1395,onus,0.0
1396,ontology,0.0
1397,ontological,0.0
1398,oneword,0.0
1399,oneself,0.0
1400,omniscient,0.0
1401,omniscience,0.0
1402,omnipresent,0.0
1403,omnipresence,0.0
1404,omnipotent,0.0
1405,omnipotence,0.0
1406,omne,0.0
1407,omitting,0.0
1408,omitted,0.0
1409,omit,0.0
1410,overcome,0.0
1411,overcomes,0.0
1412,overcoming,0.0
1413,patched,0.0
1414,pay,0.0
1415,paul,0.0
1416,pattern,0.0
1417,patiently,0.0
1418,patient,0.0
1419,patience,0.0
1420,pathologically,0.0
1421,path,0.0
1422,paternosterrow,0.0
1423,pate,0.0
1424,representing,0.0
1425,overflowing,0.0
1426,past,0.0
1427,passively,0.0
1428,passive,0.0
1429,passion,0.0
1430,passing,0.0
1431,passed,0.0
1432,pass,0.0
1433,pas,0.0
1434,party,0.0
1435,parts,0.0
1436,payment,0.0
1437,peace,0.0
1438,peaceable,0.0
1439,peccatum,0.0
1440,pereant,0.0
1441,perdere,0.0
1442,perception,0.0
1443,perceptibly,0.0
1444,perceiving,0.0
1445,perceives,0.0
1446,perceived,0.0
1447,perceive,0.0
1448,people,0.0
1449,pension,0.0
1450,penny,0.0
1451,penitent,0.0
1452,penetration,0.0
1453,penetrating,0.0
1454,penetrates,0.0
1455,penetrate,0.0
1456,pencil,0.0
1457,penalty,0.0
1458,pejor,0.0
1459,peculiarity,0.0
1460,peculiar,0.0
1461,partly,0.0
1462,parting,0.0
1463,particularly,0.0
1464,panætius,0.0
1465,paint,0.0
1466,painful,0.0
1467,pain,0.0
1468,paid,0.0
1469,page,0.0
1470,pacta,0.0
1471,owner,0.0
1472,owing,0.0
1473,owed,0.0
1474,owe,0.0
1475,overwhelmed,0.0
1476,overthrowing,0.0
1477,overthrow,0.0
1478,overstepping,0.0
1479,overstep,0.0
1480,oversight,0.0
1481,overrated,0.0
1482,overpowering,0.0
1483,overpass,0.0
1484,overlooked,0.0
1485,overhastily,0.0
1486,palliative,0.0
1487,paper,0.0
1488,particle,0.0
1489,paradise,0.0
1490,participation,0.0
1491,participating,0.0
1492,participate,0.0
1493,partially,0.0
1494,partiality,0.0
1495,partial,0.0
1496,parte,0.0
1497,partaker,0.0
1498,paroxysm,0.0
1499,parliament,0.0
1500,paris,0.0
1501,parentum,0.0
1502,parent,0.0
1503,pardon,0.0
1504,parcel,0.0
1505,paralogism,0.0
1506,parallelogram,0.0
1507,parallelism,0.0
1508,parallel,0.0
1509,paradoxical,0.0
1510,paradox,0.0
1511,occupies,0.0
1512,occult,0.0
1513,morals,0.0
1514,nearer,0.0
1515,necessitatis,0.0
1516,necessitation,0.0
1517,necessitating,0.0
1518,necessitates,0.0
1519,necessitated,0.0
1520,necessarily,0.0
1521,nebulæ,0.0
1522,nebular,0.0
1523,nearly,0.0
1524,nearest,0.0
1525,nd,0.0
1526,nathan,0.0
1527,navigator,0.0
1528,nauseous,0.0
1529,nausea,0.0
1530,naturwissenschaft,0.0
1531,naturally,0.0
1532,naturalist,0.0
1533,natura,0.0
1534,natur,0.0
1535,native,0.0
1536,nations,0.0
1537,needed,0.0
1538,needing,0.0
1539,needle,0.0
1540,needy,0.0
1541,nic,0.0
1542,next,0.0
1543,newton,0.0
1544,new,0.0
1545,nevertheless,0.0
1546,neverceasing,0.0
1547,neutralize,0.0
1548,neutrality,0.0
1549,nequiores,0.0
1550,nemo,0.0
1551,neither,0.0
1552,neigungen,0.0
1553,neigung,0.0
1554,neighbouring,0.0
1555,negligible,0.0
1556,neglected,0.0
1557,neglect,0.0
1558,negatively,0.0
1559,negative,0.0
1560,negation,0.0
1561,nefas,0.0
1562,nation,0.0
1563,nascitur,0.0
1564,occasioned,0.0
1565,motif,0.0
1566,multiplied,0.0
1567,muchlauded,0.0
1568,mox,0.0
1569,moving,0.0
1570,movement,0.0
1571,moved,0.0
1572,move,0.0
1573,mouth,0.0
1574,mountain,0.0
1575,motion,0.0
1576,mother,0.0
1577,narrowest,0.0
1578,moses,0.0
1579,mortifying,0.0
1580,mortification,0.0
1581,mortal,0.0
1582,morose,0.0
1583,morning,0.0
1584,morn,0.0
1585,morgan,0.0
1586,moreover,0.0
1587,moratus,0.0
1588,multiplies,0.0
1589,multitude,0.0
1590,mundi,0.0
1591,mundus,0.0
1592,narrower,0.0
1593,narrow,0.0
1594,narratur,0.0
1595,narrative,0.0
1596,named,0.0
1597,name,0.0
1598,naked,0.0
1599,müsste,0.0
1600,mysticism,0.0
1601,mystic,0.0
1602,mutually,0.0
1603,mutual,0.0
1604,mutilate,0.0
1605,mutato,0.0
1606,musste,0.0
1607,musical,0.0
1608,museum,0.0
1609,muscular,0.0
1610,musagetes,0.0
1611,murderer,0.0
1612,murder,0.0
1613,niggardly,0.0
1614,night,0.0
1615,nihil,0.0
1616,objectionable,0.0
1617,oblige,0.0
1618,obligatory,0.0
1619,obligationum,0.0
1620,obligationes,0.0
1621,obligation,0.0
1622,obligatio,0.0
1623,obligantibus,0.0
1624,obligantes,0.0
1625,obligandi,0.0
1626,objective,0.0
1627,objection,0.0
1628,nimium,0.0
1629,objected,0.0
1630,objecte,0.0
1631,obeys,0.0
1632,obeying,0.0
1633,obeyed,0.0
1634,obey,0.0
1635,nutrition,0.0
1636,nursed,0.0
1637,numerously,0.0
1638,numerous,0.0
1639,obliged,0.0
1640,obliquely,0.0
1641,oblivion,0.0
1642,obscure,0.0
1643,occasionally,0.0
1644,occasional,0.0
1645,occasion,0.0
1646,obviously,0.0
1647,obvious,0.0
1648,obtains,0.0
1649,obtaining,0.0
1650,obtained,0.0
1651,obtain,0.0
1652,obstinately,0.0
1653,obstacle,0.0
1654,observing,0.0
1655,observes,0.0
1656,observer,0.0
1657,observed,0.0
1658,observe,0.0
1659,observation,0.0
1660,observant,0.0
1661,observance,0.0
1662,obscurity,0.0
1663,obscurely,0.0
1664,number,0.0
1665,null,0.0
1666,nowise,0.0
1667,north,0.0
1668,nonsense,0.0
1669,nonmoral,0.0
1670,nonmetaphysical,0.0
1671,nonexistence,0.0
1672,nonessential,0.0
1673,nonentity,0.0
1674,none,0.0
1675,non,0.0
1676,nomine,0.0
1677,nominated,0.0
1678,nominally,0.0
1679,nomen,0.0
1680,nolint,0.0
1681,nocet,0.0
1682,nobly,0.0
1683,noblest,0.0
1684,nobler,0.0
1685,nobleman,0.0
1686,noble,0.0
1687,nisus,0.0
1688,nisi,0.0
1689,normal,0.0
1690,northeast,0.0
1691,nowhere,0.0
1692,northern,0.0
1693,novelty,0.0
1694,novel,0.0
1695,nova,0.0
1696,noun,0.0
1697,noumenon,0.0
1698,noumenal,0.0
1699,notwithstanding,0.0
1700,noticing,0.0
1701,noticed,0.0
1702,noticeable,0.0
1703,notice,0.0
1704,notgood,0.0
1705,notempirical,0.0
1706,noted,0.0
1707,note,0.0
1708,notably,0.0
1709,nostro,0.0
1710,nostril,0.0
1711,nostra,0.0
1712,nosque,0.0
1713,northwest,0.0
1714,represented,0.0
1715,respectful,0.0
1716,represents,0.0
1717,unaltered,0.0
1718,unbounded,0.0
1719,unbidden,0.0
1720,unbending,0.0
1721,unbelief,0.0
1722,unbedingt,0.0
1723,unavoidably,0.0
1724,unavoidable,0.0
1725,unattainable,0.0
1726,unanimously,0.0
1727,unanimity,0.0
1728,unable,0.0
1729,twice,0.0
1730,ultra,0.0
1731,ultimately,0.0
1732,ultimate,0.0
1733,ulterior,0.0
1734,ueber,0.0
1735,uebels,0.0
1736,tyranny,0.0
1737,typic,0.0
1738,type,0.0
1739,twofold,0.0
1740,unbroken,0.0
1741,uncaused,0.0
1742,unceasing,0.0
1743,unceasingly,0.0
1744,understood,0.0
1745,understands,0.0
1746,understanding,0.0
1747,undermine,0.0
1748,underhand,0.0
1749,undergone,0.0
1750,undeniable,0.0
1751,undemonstrable,0.0
1752,undefined,0.0
1753,undecided,0.0
1754,und,0.0
1755,uncultivated,0.0
1756,unconscious,0.0
1757,unconscientiousness,0.0
1758,unconditioned,0.0
1759,unconditionally,0.0
1760,uncompromising,0.0
1761,uncivilized,0.0
1762,unchangeable,0.0
1763,uncertainty,0.0
1764,uncertain,0.0
1765,twilight,0.0
1766,twentyfour,0.0
1767,unusual,0.0
1768,treatment,0.0
1769,trouble,0.0
1770,triumph,0.0
1771,trinity,0.0
1772,tried,0.0
1773,trickery,0.0
1774,tribute,0.0
1775,tribunal,0.0
1776,trial,0.0
1777,tremble,0.0
1778,tree,0.0
1779,treatise,0.0
1780,twenty,0.0
1781,treating,0.0
1782,treated,0.0
1783,treat,0.0
1784,treasure,0.0
1785,traverse,0.0
1786,travelled,0.0
1787,travel,0.0
1788,trap,0.0
1789,transport,0.0
1790,translator,0.0
1791,troublesome,0.0
1792,troubling,0.0
1793,truer,0.0
1794,truly,0.0
1795,tuum,0.0
1796,tutor,0.0
1797,tutissimus,0.0
1798,tutelary,0.0
1799,turnspit,0.0
1800,turning,0.0
1801,turned,0.0
1802,turn,0.0
1803,tumult,0.0
1804,tulit,0.0
1805,tugendlehre,0.0
1806,tugend,0.0
1807,tub,0.0
1808,trying,0.0
1809,try,0.0
1810,truthloving,0.0
1811,truthfulness,0.0
1812,truthfully,0.0
1813,truthful,0.0
1814,truth,0.0
1815,trust,0.0
1816,undertake,0.0
1817,undertaken,0.0
1818,undertaking,0.0
1819,unnaturally,0.0
1820,unquestioned,0.0
1821,unquestionably,0.0
1822,unqualified,0.0
1823,unprovoked,0.0
1824,unprofitable,0.0
1825,unpractised,0.0
1826,unpleasantness,0.0
1827,unpleasant,0.0
1828,unphilosophical,0.0
1829,unobserved,0.0
1830,unmoored,0.0
1831,undertook,0.0
1832,unmixed,0.0
1833,unmeaning,0.0
1834,unlimited,0.0
1835,unlike,0.0
1836,unless,0.0
1837,unlawfulness,0.0
1838,unlawful,0.0
1839,unknown,0.0
1840,unjustly,0.0
1841,unjustifiable,0.0
1842,unread,0.0
1843,unreasonable,0.0
1844,unrecognisable,0.0
1845,unrestricted,0.0
1846,untruthful,0.0
1847,untrue,0.0
1848,untrained,0.0
1849,untouched,0.0
1850,unto,0.0
1851,unthankful,0.0
1852,untenable,0.0
1853,unsusceptible,0.0
1854,unsupported,0.0
1855,unsuitable,0.0
1856,unsparing,0.0
1857,unsought,0.0
1858,unsolved,0.0
1859,unselfish,0.0
1860,unsearchable,0.0
1861,unsatisfied,0.0
1862,unsatisfactorily,0.0
1863,unruffled,0.0
1864,unripe,0.0
1865,unrighteous,0.0
1866,unrevenged,0.0
1867,unjust,0.0
1868,university,0.0
1869,universe,0.0
1870,ungrateful,0.0
1871,unfree,0.0
1872,unfortunately,0.0
1873,unfortunate,0.0
1874,unforeseen,0.0
1875,unfit,0.0
1876,unfilled,0.0
1877,unfavourable,0.0
1878,unfaithfulness,0.0
1879,unfaithful,0.0
1880,unfair,0.0
1881,unexpectedly,0.0
1882,unexpected,0.0
1883,unerring,0.0
1884,unequal,0.0
1885,uneasiness,0.0
1886,undoubted,0.0
1887,undone,0.0
1888,undo,0.0
1889,undiminished,0.0
1890,undetermined,0.0
1891,undesirable,0.0
1892,unfruitful,0.0
1893,unhappy,0.0
1894,universally,0.0
1895,unhesitatingly,0.0
1896,universality,0.0
1897,universalis,0.0
1898,unity,0.0
1899,unites,0.0
1900,united,0.0
1901,unite,0.0
1902,unit,0.0
1903,unison,0.0
1904,unique,0.0
1905,union,0.0
1906,uninterruptedly,0.0
1907,uninterrupted,0.0
1908,unintentional,0.0
1909,uninstructive,0.0
1910,uninstructed,0.0
1911,uninhabited,0.0
1912,uninfluenced,0.0
1913,unimportant,0.0
1914,uniformity,0.0
1915,uniform,0.0
1916,unholy,0.0
1917,translation,0.0
1918,translates,0.0
1919,translated,0.0
1920,testament,0.0
1921,thalia,0.0
1922,thalers,0.0
1923,textbook,0.0
1924,text,0.0
1925,tether,0.0
1926,testis,0.0
1927,testing,0.0
1928,testimony,0.0
1929,testified,0.0
1930,tested,0.0
1931,test,0.0
1932,thesi,0.0
1933,terror,0.0
1934,terrible,0.0
1935,termed,0.0
1936,term,0.0
1937,tenuere,0.0
1938,tension,0.0
1939,tenor,0.0
1940,tends,0.0
1941,tending,0.0
1942,tendency,0.0
1943,thank,0.0
1944,thanked,0.0
1945,thankful,0.0
1946,theatre,0.0
1947,thereupon,0.0
1948,thereto,0.0
1949,thereon,0.0
1950,thereof,0.0
1951,therein,0.0
1952,therefrom,0.0
1953,thereby,0.0
1954,theosophist,0.0
1955,theosophic,0.0
1956,theory,0.0
1957,theorie,0.0
1958,theoretically,0.0
1959,theoretical,0.0
1960,theoretic,0.0
1961,theorem,0.0
1962,theology,0.0
1963,theological,0.0
1964,theologian,0.0
1965,thence,0.0
1966,theism,0.0
1967,theft,0.0
1968,tend,0.0
1969,tempted,0.0
1970,temptation,0.0
1971,tapeworm,0.0
1972,talent,0.0
1973,tale,0.0
1974,taking,0.0
1975,taint,0.0
1976,tacitly,0.0
1977,table,0.0
1978,système,0.0
1979,systematically,0.0
1980,systematic,0.0
1981,system,0.0
1982,synthetically,0.0
1983,synthetical,0.0
1984,synthetic,0.0
1985,synthesis,0.0
1986,syncretists,0.0
1987,syncretistic,0.0
1988,sympathizing,0.0
1989,sympathized,0.0
1990,sympathize,0.0
1991,sympathetically,0.0
1992,sympathetic,0.0
1993,talk,0.0
1994,task,0.0
1995,tempt,0.0
1996,taste,0.0
1997,temporary,0.0
1998,temporal,0.0
1999,temperance,0.0
2000,temperament,0.0
2001,telling,0.0
2002,tell,0.0
2003,teleology,0.0
2004,teleological,0.0
2005,tedious,0.0
2006,technically,0.0
2007,technical,0.0
2008,tear,0.0
2009,teaching,0.0
2010,teacher,0.0
2011,teach,0.0
2012,tea,0.0
2013,te,0.0
2014,tautological,0.0
2015,tauro,0.0
2016,taught,0.0
2017,taugen,0.0
2018,therewith,0.0
2019,thesis,0.0
2020,transl,0.0
2021,touching,0.0
2022,trade,0.0
2023,track,0.0
2024,tracing,0.0
2025,traceable,0.0
2026,trace,0.0
2027,town,0.0
2028,towards,0.0
2029,toward,0.0
2030,tourist,0.0
2031,touchstone,0.0
2032,touched,0.0
2033,thine,0.0
2034,touch,0.0
2035,totally,0.0
2036,totality,0.0
2037,total,0.0
2038,tormentest,0.0
2039,tormented,0.0
2040,torment,0.0
2041,top,0.0
2042,tone,0.0
2043,tom,0.0
2044,tradesman,0.0
2045,trading,0.0
2046,traducer,0.0
2047,train,0.0
2048,transitory,0.0
2049,transition,0.0
2050,transgression,0.0
2051,transgressing,0.0
2052,transgresses,0.0
2053,transgressed,0.0
2054,transgress,0.0
2055,transformation,0.0
2056,transform,0.0
2057,transfer,0.0
2058,transcends,0.0
2059,transcendentalism,0.0
2060,transcendental,0.0
2061,transcendent,0.0
2062,transcend,0.0
2063,transaction,0.0
2064,transact,0.0
2065,trans,0.0
2066,trample,0.0
2067,training,0.0
2068,trained,0.0
2069,tollens,0.0
2070,tolerate,0.0
2071,tolerably,0.0
2072,threatening,0.0
2073,threaten,0.0
2074,thread,0.0
2075,thousandfold,0.0
2076,thousand,0.0
2077,thoughtful,0.0
2078,thought,0.0
2079,thoroughness,0.0
2080,thoroughly,0.0
2081,thoroughgoing,0.0
2082,thorough,0.0
2083,thomas,0.0
2084,thl,0.0
2085,thither,0.0
2086,thirtythree,0.0
2087,thirty,0.0
2088,thirteen,0.0
2089,thirdly,0.0
2090,thinking,0.0
2091,thinker,0.0
2092,thinkable,0.0
2093,think,0.0
2094,threatened,0.0
2095,threatenings,0.0
2096,tolerable,0.0
2097,threatens,0.0
2098,together,0.0
2099,tofoa,0.0
2100,tobacco,0.0
2101,title,0.0
2102,timeseries,0.0
2103,timerelations,0.0
2104,timeorigin,0.0
2105,timeless,0.0
2106,timeconditions,0.0
2107,tide,0.0
2108,tibi,0.0
2109,thyself,0.0
2110,thwart,0.0
2111,thrust,0.0
2112,thrown,0.0
2113,throwing,0.0
2114,throw,0.0
2115,throughout,0.0
2116,thrifty,0.0
2117,threshold,0.0
2118,threefold,0.0
2119,untugend,0.0
2120,unutterable,0.0
2121,repressed,0.0
2122,withal,0.0
2123,woe,0.0
2124,wizenmann,0.0
2125,witness,0.0
2126,withstands,0.0
2127,within,0.0
2128,withhold,0.0
2129,wither,0.0
2130,withdraws,0.0
2131,withdrawing,0.0
2132,withdraw,0.0
2133,wit,0.0
2134,willingly,0.0
2135,wissenschaftslehre,0.0
2136,wishing,0.0
2137,wished,0.0
2138,wish,0.0
2139,wiser,0.0
2140,wise,0.0
2141,wisdom,0.0
2142,wing,0.0
2143,wine,0.0
2144,wind,0.0
2145,wohl,0.0
2146,wolf,0.0
2147,wollaston,0.0
2148,woman,0.0
2149,wrest,0.0
2150,wound,0.0
2151,worthy,0.0
2152,worthlessness,0.0
2153,worthless,0.0
2154,worthiness,0.0
2155,worthily,0.0
2156,worst,0.0
2157,worshipped,0.0
2158,worship,0.0
2159,worse,0.0
2160,worldly,0.0
2161,world,0.0
2162,working,0.0
2163,worked,0.0
2164,work,0.0
2165,wont,0.0
2166,wonderful,0.0
2167,wondered,0.0
2168,wonder,0.0
2169,womit,0.0
2170,willkühr,0.0
2171,willing,0.0
2172,unwavering,0.0
2173,wellintentioned,0.0
2174,whatever,0.0
2175,whatelys,0.0
2176,westward,0.0
2177,westminster,0.0
2178,westerly,0.0
2179,west,0.0
2180,werke,0.0
2181,welt,0.0
2182,wellmeant,0.0
2183,wellknown,0.0
2184,wellgrounded,0.0
2185,william,0.0
2186,welldoing,0.0
2187,welldisposed,0.0
2188,welldeserving,0.0
2189,wellconsidered,0.0
2190,wellbeing,0.0
2191,welfare,0.0
2192,weldrick,0.0
2193,welcome,0.0
2194,weisheitslehre,0.0
2195,weise,0.0
2196,whatsoever,0.0
2197,whence,0.0
2198,whenever,0.0
2199,whereby,0.0
2200,willenlofen,0.0
2201,willed,0.0
2202,wille,0.0
2203,wild,0.0
2204,wie,0.0
2205,widow,0.0
2206,wider,0.0
2207,widely,0.0
2208,wide,0.0
2209,wickedness,0.0
2210,wicked,0.0
2211,whose,0.0
2212,wholesome,0.0
2213,whole,0.0
2214,whoever,0.0
2215,whit,0.0
2216,whispered,0.0
2217,whisper,0.0
2218,whilst,0.0
2219,wherever,0.0
2220,wherefore,0.0
2221,wrests,0.0
2222,wretched,0.0
2223,wretchedness,0.0
2224,zant,0.0
2225,ægrotamus,0.0
2226,½s,0.0
2227,zwang,0.0
2228,zur,0.0
2229,zum,0.0
2230,zu,0.0
2231,zero,0.0
2232,zedlitz,0.0
2233,zealous,0.0
2234,zealand,0.0
2235,youthful,0.0
2236,wright,0.0
2237,youth,0.0
2238,younger,0.0
2239,young,0.0
2240,yoke,0.0
2241,yielding,0.0
2242,yielded,0.0
2243,yield,0.0
2244,yes,0.0
2245,year,0.0
2246,yea,0.0
2247,æquus,0.0
2248,éloges,0.0
2249,übel,0.0
2250,über,0.0
2251,ἐϕ,0.0
2252,ἐρα,0.0
2253,ἄνεν,0.0
2254,ἀρετή,0.0
2255,ἀγαπα,0.0
2256,ἀγαπάω,0.0
2257,ἀγάπη,0.0
2258,ϕιλεɩ,0.0
2259,ϕιλία,0.0
2260,ψενˆδος,0.0
2261,τονˆ,0.0
2262,στωˆ,0.0
2263,στέργειν,0.0
2264,πἀτους,0.0
2265,πρωˆτον,0.0
2266,πονˆ,0.0
2267,ποιωˆ,0.0
2268,καὶ,0.0
2269,κακόν,0.0
2270,θέλω,0.0
2271,œt,0.0
2272,ye,0.0
2273,yawning,0.0
2274,yawn,0.0
2275,xlviii,0.0
2276,xlvi,0.0
2277,xlv,0.0
2278,xlix,0.0
2279,xliv,0.0
2280,xliii,0.0
2281,xlii,0.0
2282,xli,0.0
2283,xl,0.0
2284,xix,0.0
2285,xiv,0.0
2286,xiii,0.0
2287,xii,0.0
2288,xi,0.0
2289,wrought,0.0
2290,wrote,0.0
2291,wrong,0.0
2292,written,0.0
2293,writing,0.0
2294,writes,0.0
2295,writer,0.0
2296,write,0.0
2297,xlvii,0.0
2298,xv,0.0
2299,xxxviii,0.0
2300,xvi,0.0
2301,xxxvii,0.0
2302,xxxvi,0.0
2303,xxxv,0.0
2304,xxxix,0.0
2305,xxxiv,0.0
2306,xxxiii,0.0
2307,xxxii,0.0
2308,xxxi,0.0
2309,xxx,0.0
2310,xxviii,0.0
2311,xxvii,0.0
2312,xxvi,0.0
2313,xxv,0.0
2314,xxix,0.0
2315,xxiv,0.0
2316,xxiii,0.0
2317,xxii,0.0
2318,xxi,0.0
2319,xx,0.0
2320,xviii,0.0
2321,xvii,0.0
2322,weil,0.0
2323,weighty,0.0
2324,weight,0.0
2325,velimus,0.0
2326,verbal,0.0
2327,verb,0.0
2328,veracity,0.0
2329,veracitas,0.0
2330,venus,0.0
2331,ventured,0.0
2332,venture,0.0
2333,vengeance,0.0
2334,veneration,0.0
2335,velocity,0.0
2336,veiled,0.0
2337,victor,0.0
2338,vaunted,0.0
2339,vaucansons,0.0
2340,vaucanson,0.0
2341,vastly,0.0
2342,vaster,0.0
2343,vast,0.0
2344,varying,0.0
2345,vary,0.0
2346,various,0.0
2347,variety,0.0
2348,verification,0.0
2349,verified,0.0
2350,verify,0.0
2351,verifying,0.0
2352,vicious,0.0
2353,vicebreeding,0.0
2354,vice,0.0
2355,vi,0.0
2356,vexing,0.0
2357,vexed,0.0
2358,vexation,0.0
2359,vetiti,0.0
2360,vesper,0.0
2361,vertitur,0.0
2362,verstandeswesen,0.0
2363,verstandesbegriff,0.0
2364,verstand,0.0
2365,version,0.0
2366,verse,0.0
2367,vernunftwille,0.0
2368,vernunftbegriff,0.0
2369,vernunft,0.0
2370,vernacular,0.0
2371,vermeintes,0.0
2372,veritable,0.0
2373,variable,0.0
2374,vanquishing,0.0
2375,vanity,0.0
2376,useful,0.0
2377,use,0.0
2378,usage,0.0
2379,urtheilskraft,0.0
2380,ursache,0.0
2381,urged,0.0
2382,urge,0.0
2383,urfprung,0.0
2384,urania,0.0
2385,uprightness,0.0
2386,upright,0.0
2387,upper,0.0
2388,unzer,0.0
2389,unyieldingly,0.0
2390,unyielding,0.0
2391,unworthy,0.0
2392,unworthiness,0.0
2393,unworth,0.0
2394,unwonted,0.0
2395,unwillingly,0.0
2396,unwilling,0.0
2397,unwearied,0.0
2398,used,0.0
2399,usefully,0.0
2400,vanishing,0.0
2401,usefulness,0.0
2402,value,0.0
2403,valuable,0.0
2404,validity,0.0
2405,valida,0.0
2406,valid,0.0
2407,vainly,0.0
2408,vague,0.0
2409,vacant,0.0
2410,vacans,0.0
2411,uttered,0.0
2412,utterance,0.0
2413,utter,0.0
2414,utrinque,0.0
2415,utmost,0.0
2416,utility,0.0
2417,utilitarian,0.0
2418,ut,0.0
2419,usually,0.0
2420,usual,0.0
2421,using,0.0
2422,useless,0.0
2423,victim,0.0
2424,viewed,0.0
2425,weighed,0.0
2426,walpole,0.0
2427,washed,0.0
2428,warning,0.0
2429,warned,0.0
2430,warmly,0.0
2431,ware,0.0
2432,war,0.0
2433,wantonness,0.0
2434,wanting,0.0
2435,wanted,0.0
2436,want,0.0
2437,walking,0.0
2438,viewing,0.0
2439,walked,0.0
2440,walk,0.0
2441,wale,0.0
2442,vulgate,0.0
2443,vulgar,0.0
2444,vote,0.0
2445,vor,0.0
2446,von,0.0
2447,voluptuous,0.0
2448,volunteer,0.0
2449,wasianski,0.0
2450,waste,0.0
2451,wasted,0.0
2452,watch,0.0
2453,weh,0.0
2454,weeping,0.0
2455,weekly,0.0
2456,weather,0.0
2457,weary,0.0
2458,weariness,0.0
2459,wearied,0.0
2460,wear,0.0
2461,weapon,0.0
2462,wealth,0.0
2463,weal,0.0
2464,weakness,0.0
2465,weaker,0.0
2466,weakens,0.0
2467,weakened,0.0
2468,weaken,0.0
2469,weak,0.0
2470,waylaid,0.0
2471,wavering,0.0
2472,waver,0.0
2473,water,0.0
2474,voluntary,0.0
2475,voluntarily,0.0
2476,volume,0.0
2477,vision,0.0
2478,visible,0.0
2479,vishnu,0.0
2480,virtutis,0.0
2481,virtutem,0.0
2482,virtuously,0.0
2483,virtuous,0.0
2484,virtue,0.0
2485,virtu,0.0
2486,violent,0.0
2487,violence,0.0
2488,violation,0.0
2489,violating,0.0
2490,violates,0.0
2491,violated,0.0
2492,violate,0.0
2493,vindicated,0.0
2494,vincit,0.0
2495,villain,0.0
2496,viii,0.0
2497,vii,0.0
2498,vigour,0.0
2499,visibly,0.0
2500,visionary,0.0
2501,voltaire,0.0
2502,visit,0.0
2503,volo,0.0
2504,volcano,0.0
2505,void,0.0
2506,voice,0.0
2507,vogue,0.0
2508,vocation,0.0
2509,viz,0.0
2510,vix,0.0
2511,vividly,0.0
2512,vivid,0.0
2513,vivendi,0.0
2514,viva,0.0
2515,vitium,0.0
2516,vitiositas,0.0
2517,vitiosiorem,0.0
2518,vitiorum,0.0
2519,vitiis,0.0
2520,vitiates,0.0
2521,vitam,0.0
2522,vital,0.0
2523,visitor,0.0
2524,symbol,0.0
2525,syllogism,0.0
2526,swiftness,0.0
2527,seemed,0.0
2528,selected,0.0
2529,select,0.0
2530,seldom,0.0
2531,seized,0.0
2532,seiner,0.0
2533,seinen,0.0
2534,seen,0.0
2535,seems,0.0
2536,seemingly,0.0
2537,seeming,0.0
2538,seem,0.0
2539,secured,0.0
2540,seeking,0.0
2541,seekest,0.0
2542,seek,0.0
2543,seeing,0.0
2544,seduction,0.0
2545,seducing,0.0
2546,seduced,0.0
2547,seduce,0.0
2548,security,0.0
2549,securing,0.0
2550,selecting,0.0
2551,selfapprobation,0.0
2552,selfblame,0.0
2553,selfcomplacent,0.0
2554,selfgiven,0.0
2555,selfexamination,0.0
2556,selfevident,0.0
2557,selfestimation,0.0
2558,selfesteem,0.0
2559,selfdetermination,0.0
2560,selfdepreciation,0.0
2561,selfdenial,0.0
2562,selfdefence,0.0
2563,selfcontrol,0.0
2564,selfcontradictory,0.0
2565,selfcontradictions,0.0
2566,selfcontradiction,0.0
2567,selfcontentment,0.0
2568,selfcontempt,0.0
2569,selfconstraint,0.0
2570,selfconstrained,0.0
2571,selfconsciousness,0.0
